# codec in_bits encoded back_bits
e8m0 f47b35cc 00e8 74000000
e8m0 51a1725c 00a3 51800000
e8m0 3781fdb4 006f 37800000
e8m0 f518669e 00ea 75000000
e8m0 0bde1584 0017 0b800000
e8m0 2febb660 005f 2f800000
e8m0 af1ede2c 005e 2f000000
e8m0 444cdef5 0088 44000000
e8m0 8e842108 001d 0e800000
e8m0 4bad5a29 0097 4b800000
e8m0 d29edefe 00a5 52800000
e8m0 3dc566b6 007b 3d800000
e8m0 b86e066c 0070 38000000
e8m0 4faadcb6 009f 4f800000
e8m0 cb0563b7 0096 4b000000
e8m0 99f4defd 0033 19800000
e8m0 eadc5739 00d5 6a800000
e8m0 3a3eafeb 0074 3a000000
e8m0 acd49c3f 0059 2c800000
e8m0 9aa2a762 0035 1a800000
e8m0 e6c36ed8 00cd 66800000
e8m0 cdaafa0f 009b 4d800000
e8m0 acdab1f8 0059 2c800000
e8m0 b3a0e252 0067 33800000
e8m0 eb3aeee9 00d6 6b000000
e8m0 087fae12 0010 08000000
e8m0 bd334e62 007a 3d000000
e8m0 e7a8e936 00cf 67800000
e8m0 89139f04 0012 09000000
e8m0 166a81c4 002c 16000000
e8m0 ee90c9a4 00dd 6e800000
e8m0 a8bd7829 0051 28800000
e8m0 5c8aaf96 00b9 5c800000
e8m0 71bdeb45 00e3 71800000
e8m0 b26b4264 0064 32000000
e8m0 bb7dbe6d 0076 3b000000
e8m0 5ded6603 00bb 5d800000
e8m0 4ba125b5 0097 4b800000
e8m0 f8dc2b33 00f1 78800000
e8m0 42634b02 0084 42000000
e8m0 1b914403 0037 1b800000
e8m0 a5e4e49f 004b 25800000
e8m0 c94e9b49 0092 49000000
e8m0 337c1ae8 0066 33000000
e8m0 21635902 0042 21000000
e8m0 f8161a98 00f0 78000000
e8m0 e17c9389 00c2 61000000
e8m0 27608bac 004e 27000000
e8m0 e6765ff9 00cc 66000000
e8m0 bc22040d 0078 3c000000
e8m0 5eda8bba 00bd 5e800000
e8m0 56b1721d 00ad 56800000
e8m0 b920d07b 0072 39000000
e8m0 f837a2a9 00f0 78000000
e8m0 b9507f84 0072 39000000
e8m0 fc7d95c3 00f8 7c000000
e8m0 f9433c52 00f2 79000000
e8m0 9440ddbd 0028 14000000
e8m0 370a4d0b 006e 37000000
e8m0 8921028b 0012 09000000
e8m0 cf7bd0e2 009e 4f000000
e8m0 72364936 00e4 72000000
e8m0 10fa9ee8 0021 10800000
e8m0 757d7296 00ea 75000000
e8m0 c405827d 0088 44000000
e8m0 ecb6718f 00d9 6c800000
e8m0 94b7c6fe 0029 14800000
e8m0 ced39b4f 009d 4e800000
e8m0 49d575fd 0093 49800000
e8m0 661e1cb1 00cc 66000000
e8m0 40ca4a96 0081 40800000
e8m0 baa98daf 0075 3a800000
e8m0 fe7274b6 00fc 7e000000
e8m0 1baaab8d 0037 1b800000
e8m0 0f492453 001e 0f000000
e8m0 924e7486 0024 12000000
e8m0 5f8c0325 00bf 5f800000
e8m0 a9f2e0c6 0053 29800000
e8m0 bc8085cc 0079 3c800000
e8m0 ea25f464 00d4 6a000000
e8m0 b6fb8a4b 006d 36800000
e8m0 d93d68e5 00b2 59000000
e8m0 92bff0a0 0025 12800000
e8m0 344f413a 0068 34000000
e8m0 0c559bab 0018 0c000000
e8m0 be70cb38 007c 3e000000
e8m0 2a9f6878 0055 2a800000
e8m0 1f27e57f 003e 1f000000
e8m0 bc28af32 0078 3c000000
e8m0 e1071970 00c2 61000000
e8m0 278ce81a 004f 27800000
e8m0 60265554 00c0 60000000
e8m0 49c79489 0093 49800000
e8m0 da9f861a 00b5 5a800000
e8m0 bf4b2500 007e 3f000000
e8m0 eae50857 00d5 6a800000
e8m0 323a2410 0064 32000000
e8m0 dae72466 00b5 5a800000
e8m0 aff95644 005f 2f800000
e8m0 b0356332 0060 30000000
e8m0 03d2749e 0007 03800000
e8m0 684327bb 00d0 68000000
e8m0 aead8deb 005d 2e800000
e8m0 e1417c46 00c2 61000000
e8m0 f3f24642 00e7 73800000
e8m0 43603495 0086 43000000
e8m0 f6ac5c56 00ed 76800000
e8m0 6255e2d6 00c4 62000000
e8m0 7124c71b 00e2 71000000
e8m0 8ee135d3 001d 0e800000
e8m0 dd4af8f8 00ba 5d000000
e8m0 bf2fb625 007e 3f000000
e8m0 0f6054bf 001e 0f000000
e8m0 3dead9f5 007b 3d800000
e8m0 45eed5ba 008b 45800000
e8m0 1ddcca4f 003b 1d800000
e8m0 2f28a78a 005e 2f000000
e8m0 45c05ac2 008b 45800000
e8m0 2a432543 0054 2a000000
e8m0 a0bdb3ca 0041 20800000
e8m0 2022e730 0040 20000000
e8m0 e4a7cb1a 00c9 64800000
e8m0 b1165e46 0062 31000000
e8m0 85ab7a75 000b 05800000
e8m0 e1850d02 00c3 61800000
e8m0 191a58f7 0032 19000000
e8m0 61784222 00c2 61000000
e8m0 29aba813 0053 29800000
e8m0 41b9fc83 0083 41800000
e8m0 bdcab5ff 007b 3d800000
e8m0 7b7214cb 00f6 7b000000
e8m0 21c31cf0 0043 21800000
e8m0 b2738c90 0064 32000000
e8m0 e27fe4db 00c4 62000000
e8m0 45296ac2 008a 45000000
e8m0 6676e942 00cc 66000000
e8m0 54967531 00a9 54800000
e8m0 f88f5202 00f1 78800000
e8m0 afc7b417 005f 2f800000
e8m0 ef423fcb 00de 6f000000
e8m0 9145d585 0022 11000000
e8m0 7e9f3882 00fd 7e800000
e8m0 50191555 00a0 50000000
e8m0 a47e431e 0048 24000000
e8m0 04132caa 0008 04000000
e8m0 7007dd21 00e0 70000000
e8m0 d87ec51c 00b0 58000000
e8m0 6bdee716 00d7 6b800000
e8m0 a20fdba8 0044 22000000
e8m0 2c3899d7 0058 2c000000
e8m0 d32579f8 00a6 53000000
e8m0 f6362b6d 00ec 76000000
e8m0 5f013d41 00be 5f000000
e8m0 d68a93cb 00ad 56800000
e8m0 eb3d8ea5 00d6 6b000000
e8m0 a6dbd3f1 004d 26800000
e8m0 d956b26c 00b2 59000000
e8m0 1ccc2c14 0039 1c800000
e8m0 ddff9eb2 00bb 5d800000
e8m0 8c42bcea 0018 0c000000
e8m0 b637d142 006c 36000000
e8m0 8515607d 000a 05000000
e8m0 019a7b7e 0003 01800000
e8m0 98e3fa64 0031 18800000
e8m0 7961ade4 00f2 79000000
e8m0 443297c9 0088 44000000
e8m0 f1985a66 00e3 71800000
e8m0 b1e88e4e 0063 31800000
e8m0 aa26bdca 0054 2a000000
e8m0 48abf50d 0091 48800000
e8m0 e4fc4302 00c9 64800000
e8m0 313853eb 0062 31000000
e8m0 36fbc0fc 006d 36800000
e8m0 452a127e 008a 45000000
e8m0 13f7d9ea 0027 13800000
e8m0 ec8a4605 00d9 6c800000
e8m0 664f985e 00cc 66000000
e8m0 75242a57 00ea 75000000
e8m0 bae227e1 0075 3a800000
e8m0 ed1c889e 00da 6d000000
e8m0 4dc0de34 009b 4d800000
e8m0 023c2851 0004 02000000
e8m0 c1ee2a89 0083 41800000
e8m0 1f15d510 003e 1f000000
e8m0 4c16589d 0098 4c000000
e8m0 4f487ccf 009e 4f000000
e8m0 97bb78ab 002f 17800000
e8m0 c3e6b60f 0087 43800000
e8m0 1b5234f8 0036 1b000000
e8m0 2ac62108 0055 2a800000
e8m0 5fea8426 00bf 5f800000
e8m0 c656a2fb 008c 46000000
e8m0 a576a3cd 004a 25000000
e8m0 dfc25800 00bf 5f800000
e8m0 86137d37 000c 06000000
e8m0 ac79a874 0058 2c000000
e8m0 cb94921c 0097 4b800000
e8m0 a0b62616 0041 20800000
e8m0 3b8852ac 0077 3b800000
e8m0 7694bcfe 00ed 76800000
e8m0 e690d63d 00cd 66800000
e8m0 1be86d6d 0037 1b800000
e8m0 400dfd4c 0080 40000000
e8m0 59ffffed 00b3 59800000
e8m0 e2d0af14 00c5 62800000
e8m0 dedcfc96 00bd 5e800000
e8m0 463aa681 008c 46000000
e8m0 bc0842e5 0078 3c000000
e8m0 7230fe74 00e4 72000000
e8m0 b02a72fd 0060 30000000
e8m0 98234c27 0030 18000000
e8m0 98601161 0030 18000000
e8m0 4958adb2 0092 49000000
e8m0 a25c5bfe 0044 22000000
e8m0 97ca2bfa 002f 17800000
e8m0 05e4a592 000b 05800000
e8m0 946bec12 0028 14000000
e8m0 2eba4d06 005d 2e800000
e8m0 4908d4c6 0092 49000000
e8m0 6d8c4f06 00db 6d800000
e8m0 580ac8f7 00b0 58000000
e8m0 57a628dd 00af 57800000
e8m0 4f62a2b0 009e 4f000000
e8m0 00c9425b 0001 00800000
e8m0 7ade3c39 00f5 7a800000
e8m0 21425674 0042 21000000
e8m0 a5402a6c 004a 25000000
e8m0 e8eea8a3 00d1 68800000
e8m0 075d78cb 000e 07000000
e8m0 8a8045b3 0015 0a800000
e8m0 5c3b22b7 00b8 5c000000
e8m0 fbdaad1e 00f7 7b800000
e8m0 8f8e4cb5 001f 0f800000
e8m0 0d5d1fa5 001a 0d000000
e8m0 35500c61 006a 35000000
e8m0 3b7431d6 0076 3b000000
e8m0 d3f3bf72 00a7 53800000
e8m0 b65e6b83 006c 36000000
e8m0 feccf0c1 00fd 7e800000
e8m0 09d3cb8c 0013 09800000
e8m0 87c8440c 000f 07800000
e8m0 64a9bd3c 00c9 64800000
e8m0 7c2171a0 00f8 7c000000
e8m0 5ef50dc9 00bd 5e800000
e8m0 c4441333 0088 44000000
e8m0 b922bb19 0072 39000000
e8m0 b45e4de9 0068 34000000
e8m0 8e9360a1 001d 0e800000
e8m0 691b7691 00d2 69000000
e8m0 3ef8289d 007d 3e800000
e8m0 013d9c30 0002 01000000
e8m0 45a2b49d 008b 45800000
e8m0 03eaa309 0007 03800000
e8m0 40ef4474 0081 40800000
e8m0 1b4f8ffe 0036 1b000000
e8m0 95538911 002a 15000000
e8m0 8e2a45fb 001c 0e000000
e8m0 894c4f44 0012 09000000
e8m0 ae7acf0c 005c 2e000000
e8m0 a306c8fc 0046 23000000
e8m0 3f441073 007e 3f000000
e8m0 5e02f3b6 00bc 5e000000
e8m0 27fea998 004f 27800000
e8m0 6c7cf96f 00d8 6c000000
e8m0 2e281ceb 005c 2e000000
e8m0 d3504906 00a6 53000000
e8m0 e1140429 00c2 61000000
e8m0 c951c911 0092 49000000
e8m0 35570ccc 006a 35000000
e8m0 896703b1 0012 09000000
e8m0 21659e13 0042 21000000
e8m0 95516038 002a 15000000
e8m0 b7607216 006e 37000000
e8m0 b41ce834 0068 34000000
e8m0 c210701e 0084 42000000
e8m0 ce0ac9d1 009c 4e000000
e8m0 4b60e296 0096 4b000000
e8m0 59cb22cd 00b3 59800000
e8m0 2f11dc27 005e 2f000000
e8m0 ab03efb4 0056 2b000000
e8m0 483683b6 0090 48000000
e8m0 cc05412e 0098 4c000000
e8m0 a2856b63 0045 22800000
e8m0 927eff36 0024 12000000
e8m0 2ce3f218 0059 2c800000
e8m0 b87cc9e4 0070 38000000
e8m0 4ea010ce 009d 4e800000
e8m0 8fc57e17 001f 0f800000
e8m0 0b08e3f1 0016 0b000000
e8m0 88024386 0010 08000000
e8m0 a8624ec4 0050 28000000
e8m0 4b871dc1 0097 4b800000
e8m0 c775d644 008e 47000000
e8m0 8d7778ca 001a 0d000000
e8m0 51897694 00a3 51800000
e8m0 63f1a923 00c7 63800000
e8m0 9a5b3ba7 0034 1a000000
e8m0 73f4d61e 00e7 73800000
e8m0 fc9fc0bf 00f9 7c800000
e8m0 fc9551ce 00f9 7c800000
e8m0 73f6d033 00e7 73800000
e8m0 5b444967 00b6 5b000000
e8m0 38ba7d35 0071 38800000
e8m0 782fa31c 00f0 78000000
e8m0 43d8f997 0087 43800000
e8m0 92a9c4cb 0025 12800000
e8m0 104bd6f3 0020 10000000
e8m0 ace57688 0059 2c800000
e8m0 f926293a 00f2 79000000
e8m0 dea617e8 00bd 5e800000
e8m0 1175a101 0022 11000000
e8m0 846ae45a 0008 04000000
e8m0 8239df82 0004 02000000
e8m0 7dc5e791 00fb 7d800000
e8m0 dd42ac90 00ba 5d000000
e8m0 725af0e1 00e4 72000000
e8m0 fb51cfa1 00f6 7b000000
e8m0 cb3a82a9 0096 4b000000
e8m0 80e2da78 0001 00800000
e8m0 574ae80f 00ae 57000000
e8m0 719750a3 00e3 71800000
e8m0 fd02122d 00fa 7d000000
e8m0 d7df1242 00af 57800000
e8m0 5b2d3fca 00b6 5b000000
e8m0 16efc947 002d 16800000
e8m0 e16c1b0f 00c2 61000000
e8m0 cce81e26 0099 4c800000
e8m0 c18a94d6 0083 41800000
e8m0 45a798f2 008b 45800000
e8m0 f0fc1942 00e1 70800000
e8m0 788bae43 00f1 78800000
e8m0 1ae70a64 0035 1a800000
e8m0 81f023c3 0003 01800000
e8m0 7de58301 00fb 7d800000
e8m0 e9a05a1d 00d3 69800000
e8m0 1eca8141 003d 1e800000
e8m0 9f8655bb 003f 1f800000
e8m0 f186e026 00e3 71800000
e8m0 55665ee6 00aa 55000000
e8m0 dd243238 00ba 5d000000
e8m0 2c337648 0058 2c000000
e8m0 62c53ddf 00c5 62800000
e8m0 4c32f61d 0098 4c000000
e8m0 71523383 00e2 71000000
e8m0 40cf74c0 0081 40800000
e8m0 3d7de6e3 007a 3d000000
e8m0 2d229771 005a 2d000000
e8m0 df05a203 00be 5f000000
e8m0 159886a5 002b 15800000
e8m0 50bbff6d 00a1 50800000
e8m0 61cc3c64 00c3 61800000
e8m0 4b992e29 0097 4b800000
e8m0 b2cf1652 0065 32800000
e8m0 713d09db 00e2 71000000
e8m0 5bcbb56e 00b7 5b800000
e8m0 f653367e 00ec 76000000
e8m0 879edb42 000f 07800000
e8m0 a6e7706d 004d 26800000
e8m0 dfd14f65 00bf 5f800000
e8m0 e0e1f7fa 00c1 60800000
e8m0 469ed216 008d 46800000
e8m0 66499a7d 00cc 66000000
e8m0 9b4ef27e 0036 1b000000
e8m0 000e4b8c 0000 00000000
e8m0 9894e024 0031 18800000
e8m0 e3647177 00c6 63000000
e8m0 0d7222c1 001a 0d000000
e8m0 5459b006 00a8 54000000
e8m0 c08ca980 0081 40800000
e8m0 b38a2fbc 0067 33800000
e8m0 a3a92a55 0047 23800000
e8m0 6368430f 00c6 63000000
e8m0 5d8525a4 00bb 5d800000
e8m0 d43ea2dd 00a8 54000000
e8m0 fd637833 00fa 7d000000
e8m0 f114607c 00e2 71000000
e8m0 547d0530 00a8 54000000
e8m0 15d5b198 002b 15800000
e8m0 5a298c09 00b4 5a000000
e8m0 01124408 0002 01000000
e8m0 3f4b485d 007e 3f000000
e8m0 28b2db0e 0051 28800000
e8m0 313f9bf3 0062 31000000
e8m0 37c45c1c 006f 37800000
e8m0 9c775847 0038 1c000000
e8m0 abf4c8b1 0057 2b800000
e8m0 8a16cc98 0014 0a000000
e8m0 9fae7570 003f 1f800000
e8m0 aa2217f6 0054 2a000000
e8m0 5a29181b 00b4 5a000000
e8m0 f82a6c80 00f0 78000000
e8m0 9e9c4d68 003d 1e800000
e8m0 5fcaeb27 00bf 5f800000
e8m0 cc757c43 0098 4c000000
e8m0 456bae40 008a 45000000
e8m0 b8f4d704 0071 38800000
e8m0 408d0d10 0081 40800000
e8m0 53f41913 00a7 53800000
e8m0 23acf37c 0047 23800000
e8m0 064109ee 000c 06000000
e8m0 e5524527 00ca 65000000
e8m0 887e8cc5 0010 08000000
e8m0 438b3cbe 0087 43800000
e8m0 8275046e 0004 02000000
e8m0 13f2028e 0027 13800000
e8m0 fb38acaf 00f6 7b000000
e8m0 d930b28f 00b2 59000000
e8m0 35e9993a 006b 35800000
e8m0 5df1f814 00bb 5d800000
e8m0 18d21234 0031 18800000
e8m0 da30fb0e 00b4 5a000000
e8m0 37d4f6e3 006f 37800000
e8m0 a4a8d4a9 0049 24800000
e8m0 1b0af323 0036 1b000000
e8m0 8c13ddeb 0018 0c000000
e8m0 0366c03e 0006 03000000
e8m0 290acad9 0052 29000000
e8m0 feb0d822 00fd 7e800000
e8m0 7d051d47 00fa 7d000000
e8m0 569e4673 00ad 56800000
e8m0 339d78a8 0067 33800000
e8m0 5146d998 00a2 51000000
e8m0 64983633 00c9 64800000
e8m0 e6fcdc11 00cd 66800000
e8m0 8a78606c 0014 0a000000
e8m0 d28aed19 00a5 52800000
e8m0 bdd4a9fc 007b 3d800000
e8m0 97089af3 002e 17000000
e8m0 5c6c7a11 00b8 5c000000
e8m0 0b6c6d05 0016 0b000000
e8m0 150f3c55 002a 15000000
e8m0 601fd2fc 00c0 60000000
e8m0 b9862f7b 0073 39800000
e8m0 b105eac1 0062 31000000
e8m0 b3d6d8f8 0067 33800000
e8m0 b0248301 0060 30000000
e8m0 67a54a61 00cf 67800000
e8m0 623796d1 00c4 62000000
e8m0 e732f8d9 00ce 67000000
e8m0 2cc92ab8 0059 2c800000
e8m0 016e231a 0002 01000000
e8m0 7dc1857f 00fb 7d800000
e8m0 c578f81c 008a 45000000
e8m0 343ac723 0068 34000000
e8m0 12cb395e 0025 12800000
e8m0 65133bbf 00ca 65000000
e8m0 86c0bdef 000d 06800000
e8m0 d9113231 00b2 59000000
e8m0 5291402a 00a5 52800000
e8m0 d55f0f83 00aa 55000000
e8m0 efb77da8 00df 6f800000
e8m0 10c85427 0021 10800000
e8m0 89595666 0012 09000000
e8m0 98d2338f 0031 18800000
e8m0 6c99eabe 00d9 6c800000
e8m0 6a612b3b 00d4 6a000000
e8m0 54ae93f7 00a9 54800000
e8m0 c772b1f7 008e 47000000
e8m0 71263f0b 00e2 71000000
e8m0 14aa0ab9 0029 14800000
e8m0 ce4a9918 009c 4e000000
e8m0 8d7426de 001a 0d000000
e8m0 e46c7e80 00c8 64000000
e8m0 f3371cc3 00e6 73000000
e8m0 689c3b05 00d1 68800000
e8m0 f69ed35a 00ed 76800000
e8m0 62005ad2 00c4 62000000
e8m0 3693f684 006d 36800000
e8m0 3ac32d96 0075 3a800000
e8m0 28c18e2c 0051 28800000
e8m0 5470709d 00a8 54000000
e8m0 54ab05de 00a9 54800000
e8m0 8b9b1372 0017 0b800000
e8m0 581246e7 00b0 58000000
e8m0 b46a3bbb 0068 34000000
e8m0 cf7671ca 009e 4f000000
e8m0 76afdfa0 00ed 76800000
e8m0 1a318fef 0034 1a000000
e8m0 829eafb7 0005 02800000
e8m0 086ae06a 0010 08000000
e8m0 7b79eac5 00f6 7b000000
e8m0 2804bf3b 0050 28000000
e8m0 1282952e 0025 12800000
e8m0 d8d02097 00b1 58800000
e8m0 116bcc96 0022 11000000
e8m0 239d5c9c 0047 23800000
e8m0 62c7641e 00c5 62800000
e8m0 509a0a3d 00a1 50800000
e8m0 976564f9 002e 17000000
e8m0 1db8da81 003b 1d800000
e8m0 7b628ae2 00f6 7b000000
e8m0 b4a8c3b5 0069 34800000
e8m0 89b23adb 0013 09800000
e8m0 c3ec5ae4 0087 43800000
e8m0 5ee01706 00bd 5e800000
e8m0 2e4a7279 005c 2e000000
e8m0 decc9c1f 00bd 5e800000
e8m0 b3893023 0067 33800000
e8m0 1acfb4cf 0035 1a800000
e8m0 5df11068 00bb 5d800000
e8m0 1104688f 0022 11000000
e8m0 861c1599 000c 06000000
e8m0 3e7ff7af 007c 3e000000
e8m0 aedd1d9f 005d 2e800000
e8m0 e60e3420 00cc 66000000
e8m0 8debf60e 001b 0d800000
e8m0 87e1755c 000f 07800000
e8m0 0f035cda 001e 0f000000
e8m0 f3b20ae9 00e7 73800000
e8m0 c7321abf 008e 47000000
e8m0 83eab08c 0007 03800000
e8m0 04d21b4c 0009 04800000
e8m0 504ba825 00a0 50000000
e8m0 ba4aa56c 0074 3a000000
e8m0 440279e5 0088 44000000
e8m0 a8ea3658 0051 28800000
e8m0 f2f79afd 00e5 72800000
e8m0 1fec9f45 003f 1f800000
e8m0 1178edbb 0022 11000000
e8m0 eb40e5e3 00d6 6b000000
e8m0 0a12e274 0014 0a000000
e8m0 32011c39 0064 32000000
e8m0 82653997 0004 02000000
e8m0 838a8251 0007 03800000
e8m0 a6f8e104 004d 26800000
e8m0 c9c2b757 0093 49800000
e8m0 efb5a7b5 00df 6f800000
e8m0 94e5f3e4 0029 14800000
e8m0 06fed0c1 000d 06800000
e8m0 2b002dd5 0056 2b000000
e8m0 235ee4a4 0046 23000000
e8m0 1f94910e 003f 1f800000
e8m0 b7419b42 006e 37000000
e8m0 50758b23 00a0 50000000
e8m0 f57d2a48 00ea 75000000
e8m0 9d44aace 003a 1d000000
e8m0 f34e19bd 00e6 73000000
e8m0 b2b3cde0 0065 32800000
e8m0 9a1b18f8 0034 1a000000
e8m0 7501470b 00ea 75000000
e8m0 1153474d 0022 11000000
e8m0 ec140537 00d8 6c000000
e8m0 b10f6bb9 0062 31000000
e8m0 761a906e 00ec 76000000
e8m0 77ff72e7 00ef 77800000
e8m0 54d4c092 00a9 54800000
e8m0 1667fc6b 002c 16000000
e8m0 f709f2a3 00ee 77000000
e8m0 feff4a81 00fd 7e800000
e8m0 a37e43b3 0046 23000000
e8m0 b2b72b97 0065 32800000
e8m0 1df367bf 003b 1d800000
e8m0 faf3b0fa 00f5 7a800000
e8m0 556a484d 00aa 55000000
e8m0 dad0b33f 00b5 5a800000
e8m0 0a5a1d0b 0014 0a000000
e8m0 e5994f36 00cb 65800000
e8m0 c3438ec0 0086 43000000
e8m0 c4ebeafb 0089 44800000
e8m0 cd4efefc 009a 4d000000
e8m0 07ffdd7f 000f 07800000
e8m0 7a1e45a4 00f4 7a000000
e8m0 9f4aefb7 003e 1f000000
e8m0 07cbeb0a 000f 07800000
e8m0 18dd1969 0031 18800000
e8m0 73db3499 00e7 73800000
e8m0 048de95c 0009 04800000
e8m0 662db68a 00cc 66000000
e8m0 ff5baf63 00fe 7f000000
e8m0 a3ea0339 0047 23800000
e8m0 9521bc26 002a 15000000
e8m0 307c19d9 0060 30000000
e8m0 d7a2c1ed 00af 57800000
e8m0 6e44ec58 00dc 6e000000
e8m0 ef3fff7e 00de 6f000000
e8m0 e03aae36 00c0 60000000
e8m0 f69e113e 00ed 76800000
e8m0 9188e532 0023 11800000
e8m0 b2fdd724 0065 32800000
e8m0 3b8b4c47 0077 3b800000
e8m0 06590694 000c 06000000
e8m0 009494b6 0001 00800000
e8m0 1d84b050 003b 1d800000
e8m0 e1aa2205 00c3 61800000
e8m0 12ca6b03 0025 12800000
e8m0 8da98ce9 001b 0d800000
e8m0 ec4eddcf 00d8 6c000000
e8m0 583d0f0d 00b0 58000000
e8m0 a7f30b6c 004f 27800000
e8m0 60065183 00c0 60000000
e8m0 b1e0314a 0063 31800000
e8m0 8c3f7935 0018 0c000000
e8m0 88e3f01d 0011 08800000
e8m0 e9ebbf97 00d3 69800000
e8m0 6b3c68a0 00d6 6b000000
e8m0 d3c9eb78 00a7 53800000
e8m0 755f65c7 00ea 75000000
e8m0 c9c4d7b3 0093 49800000
e8m0 16d6ab92 002d 16800000
e8m0 9676b22c 002c 16000000
e8m0 b044f98c 0060 30000000
e8m0 12db101d 0025 12800000
e8m0 b8691084 0070 38000000
e8m0 8c5e30bc 0018 0c000000
e8m0 0fe05d54 001f 0f800000
e8m0 c5e49822 008b 45800000
e8m0 07b810c1 000f 07800000
e8m0 80407ded 0000 00000000
e8m0 e5297209 00ca 65000000
e8m0 32955e53 0065 32800000
e8m0 0e16be30 001c 0e000000
e8m0 8272ab3b 0004 02000000
e8m0 ca4b60d5 0094 4a000000
e8m0 2e62ff24 005c 2e000000
e8m0 9ee5161c 003d 1e800000
e8m0 66f54177 00cd 66800000
e8m0 d689e1b2 00ad 56800000
e8m0 8484efad 0009 04800000
e8m0 41ba36d5 0083 41800000
e8m0 f7242efe 00ee 77000000
e8m0 44365318 0088 44000000
e8m0 a42919b1 0048 24000000
e8m0 01c71700 0003 01800000
e8m0 dd2ba952 00ba 5d000000
e8m0 1f0a7114 003e 1f000000
e8m0 553d9cc0 00aa 55000000
e8m0 5e18aef9 00bc 5e000000
e8m0 42ff0167 0085 42800000
e8m0 27a8fcb5 004f 27800000
e8m0 b8f46692 0071 38800000
e8m0 08381f37 0010 08000000
e8m0 69797eb2 00d2 69000000
e8m0 7560af48 00ea 75000000
e8m0 9b337290 0036 1b000000
e8m0 31e89b6f 0063 31800000
e8m0 d921e65c 00b2 59000000
e8m0 6a930d90 00d5 6a800000
e8m0 f856bf89 00f0 78000000
e8m0 7de2c916 00fb 7d800000
e8m0 d444a837 00a8 54000000
e8m0 db5b59ab 00b6 5b000000
e8m0 ba55fe29 0074 3a000000
e8m0 4da231b4 009b 4d800000
e8m0 653f59fd 00ca 65000000
e8m0 f2c8ad8b 00e5 72800000
e8m0 51c363b2 00a3 51800000
e8m0 bdeace0e 007b 3d800000
e8m0 e2f04c8c 00c5 62800000
e8m0 c0db039c 0081 40800000
e8m0 9d41f10e 003a 1d000000
e8m0 c54c9982 008a 45000000
e8m0 37b25578 006f 37800000
e8m0 876c8548 000e 07000000
e8m0 01794926 0002 01000000
e8m0 de2cbaa7 00bc 5e000000
e8m0 721cc525 00e4 72000000
e8m0 d3d4908b 00a7 53800000
e8m0 a7496424 004e 27000000
e8m0 6dcdff1f 00db 6d800000
e8m0 7bb35783 00f7 7b800000
e8m0 e671f196 00cc 66000000
e8m0 acdb0de9 0059 2c800000
e8m0 ee1995e2 00dc 6e000000
e8m0 1ab3fd63 0035 1a800000
e8m0 78031fb7 00f0 78000000
e8m0 e1dafc30 00c3 61800000
e8m0 5a90f38d 00b5 5a800000
e8m0 e7e208d2 00cf 67800000
e8m0 59de5ec9 00b3 59800000
e8m0 91d7200c 0023 11800000
e8m0 1c6a4ec2 0038 1c000000
e8m0 973fbc4b 002e 17000000
e8m0 a89ba4c8 0051 28800000
e8m0 0202f238 0004 02000000
e8m0 25e8b5ec 004b 25800000
e8m0 e732383b 00ce 67000000
e8m0 9e44ee2d 003c 1e000000
e8m0 f468e1f6 00e8 74000000
e8m0 19a7b393 0033 19800000
e8m0 64241c7f 00c8 64000000
e8m0 2b3b64e0 0056 2b000000
e8m0 473d6993 008e 47000000
e8m0 b17b06f3 0062 31000000
e8m0 2274fc82 0044 22000000
e8m0 8c4f8405 0018 0c000000
e8m0 aa9dbdac 0055 2a800000
e8m0 a3945e43 0047 23800000
e8m0 462a6d54 008c 46000000
e8m0 b65b18c8 006c 36000000
e8m0 ddd57cab 00bb 5d800000
e8m0 231a9e1f 0046 23000000
e8m0 b335a89a 0066 33000000
e8m0 8bcfe4a9 0017 0b800000
e8m0 483cedb5 0090 48000000
e8m0 11495506 0022 11000000
e8m0 c63b5050 008c 46000000
e8m0 3d2c08ed 007a 3d000000
e8m0 9aec0de1 0035 1a800000
e8m0 b85c4ef2 0070 38000000
e8m0 5d78925d 00ba 5d000000
e8m0 3bef14b9 0077 3b800000
e8m0 cc4bc55d 0098 4c000000
e8m0 dd259613 00ba 5d000000
e8m0 f8477f54 00f0 78000000
e8m0 777bf046 00ee 77000000
e8m0 808180ee 0001 00800000
e8m0 835afbac 0006 03000000
e8m0 22cab7f3 0045 22800000
e8m0 391f54ef 0072 39000000
e8m0 8b0fda91 0016 0b000000
e8m0 d3fed89b 00a7 53800000
e8m0 d9b4db07 00b3 59800000
e8m0 43f1b54e 0087 43800000
e8m0 5a246556 00b4 5a000000
e8m0 90943322 0021 10800000
e8m0 1d090155 003a 1d000000
e8m0 cb9d09b5 0097 4b800000
e8m0 29661711 0052 29000000
e8m0 35ecb9ad 006b 35800000
e8m0 ee871d97 00dd 6e800000
e8m0 66b4eeab 00cd 66800000
e8m0 ec6b777f 00d8 6c000000
e8m0 c400ff6b 0088 44000000
e8m0 f4ca0a8a 00e9 74800000
e8m0 2f3578cc 005e 2f000000
e8m0 6838dc0e 00d0 68000000
e8m0 f7a9ba67 00ef 77800000
e8m0 8f459d0c 001e 0f000000
e8m0 b3e6cb99 0067 33800000
