# dtype count scale_hex data_hex scale_bits... | back_bits...
fp32 15 - caf249710000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 - 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000
fp32 16 - f61a15c0cb1a623dc6ce633f5a6eadbda86a70bc0f0a3bbe96a610bde5f4cac113fb4b427f8d003e110534bd8483d83f3b8c0f4137ae103f743f61c2c29b2fc0 c0151af6,3d621acb,3f63cec6,bdad6e5a,bc706aa8,be3b0a0f,bd10a696,c1caf4e5,424bfb13,3e008d7f,bd340511,3fd88384,410f8c3b,3f10ae37,c2613f74,c02f9bc2 - c0151af6,3d621acb,3f63cec6,bdad6e5a,bc706aa8,be3b0a0f,bd10a696,c1caf4e5,424bfb13,3e008d7f,bd340511,3fd88384,410f8c3b,3f10ae37,c2613f74,c02f9bc2
fp32 16 - 0b3c8db970033c23c3adae355f5c7cb225dd3d5bf5d0a1cdaea6c2b92d568bb3f4176d41bbd05ea59d07491fffcf703e1a9d22baf64d1fa957634f4eac758752 b98d3c0b,233c0370,35aeadc3,b27c5c5f,5b3ddd25,cda1d0f5,b9c2a6ae,b38b562d,416d17f4,a55ed0bb,1f49079d,3e70cfff,ba229d1a,a91f4df6,4e4f6357,528775ac - b98d3c0b,233c0370,35aeadc3,b27c5c5f,5b3ddd25,cda1d0f5,b9c2a6ae,b38b562d,416d17f4,a55ed0bb,1f49079d,3e70cfff,ba229d1a,a91f4df6,4e4f6357,528775ac
fp32 16 - 7b63fe80109b95c83880410693d6946ea4b648e83f7383b1967a04552342c06ac7783c8ae413f1f02be52206fab7286c7cc049c12004db690428fb83619eb19b 80fe637b,c8959b10,06418038,6e94d693,e848b6a4,b183733f,55047a96,6ac04223,8a3c78c7,f0f113e4,0622e52b,6c28b7fa,c149c07c,69db0420,83fb2804,9bb19e61 - 80fe637b,c8959b10,06418038,6e94d693,e848b6a4,b183733f,55047a96,6ac04223,8a3c78c7,f0f113e4,0622e52b,6c28b7fa,c149c07c,69db0420,83fb2804,9bb19e61
fp32 16 - 080e74c0cb077cc090bd18bf7bda4bc0d4f730c0df50f0bf8776453f73d0db3f1965c93fae3139bf515d57c08d6174bfc68767bf7b69a43f460fc4bfa80a72c0 c0740e08,c07c07cb,bf18bd90,c04bda7b,c030f7d4,bff050df,3f457687,3fdbd073,3fc96519,bf3931ae,c0575d51,bf74618d,bf6787c6,3fa4697b,bfc40f46,c0720aa8 - c0740e08,c07c07cb,bf18bd90,c04bda7b,c030f7d4,bff050df,3f457687,3fdbd073,3fc96519,bf3931ae,c0575d51,bf74618d,bf6787c6,3fa4697b,bfc40f46,c0720aa8
fp32 16 - 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 - 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
fp32 16 - 0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 - 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000
fp32 16 - caf249710000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 - 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000
fp32 17 - d9db7cbd9fae74c2126ad3be43f976bb0c80ea3b8cb11dc17c2afd3d83f56a415552143f273b66c0526d46bfb8ad723fbce82140c5b00c3cd7ac573d10b82bbc429c5140 bd7cdbd9,c274ae9f,bed36a12,bb76f943,3bea800c,c11db18c,3dfd2a7c,416af583,3f145255,c0663b27,bf466d52,3f72adb8,4021e8bc,3c0cb0c5,3d57acd7,bc2bb810,40519c42 - bd7cdbd9,c274ae9f,bed36a12,bb76f943,3bea800c,c11db18c,3dfd2a7c,416af583,3f145255,c0663b27,bf466d52,3f72adb8,4021e8bc,3c0cb0c5,3d57acd7,bc2bb810,40519c42
fp32 17 - 7bea3652393b29406ccc90a144cb31d60065d3c54072a54975226827e9a1c54f72ee78c231f86dad6459013a38e2b4a7747b1b4d699879ce24b945c69bd80fd070756936 5236ea7b,40293b39,a190cc6c,d631cb44,c5d36500,49a57240,27682275,4fc5a1e9,c278ee72,ad6df831,3a015964,a7b4e238,4d1b7b74,ce799869,c645b924,d00fd89b,36697570 - 5236ea7b,40293b39,a190cc6c,d631cb44,c5d36500,49a57240,27682275,4fc5a1e9,c278ee72,ad6df831,3a015964,a7b4e238,4d1b7b74,ce799869,c645b924,d00fd89b,36697570
fp32 17 - a6d8edd35bcf6b39b7f57bb209a395a78da7354d4aaf5c1e396b70391d6eee2469c902d6b89ef101c83fa74899d8e8da03bf854f86adb130dd92c5468295e41e46220d98 d3edd8a6,396bcf5b,b27bf5b7,a795a309,4d35a78d,1e5caf4a,39706b39,24ee6e1d,d602c969,01f19eb8,48a73fc8,dae8d899,4f85bf03,30b1ad86,46c592dd,1ee49582,980d2246 - d3edd8a6,396bcf5b,b27bf5b7,a795a309,4d35a78d,1e5caf4a,39706b39,24ee6e1d,d602c969,01f19eb8,48a73fc8,dae8d899,4f85bf03,30b1ad86,46c592dd,1ee49582,980d2246
fp32 17 - 58cf0d3f578735c0f8de334039409fbf85f00ebf0e8ed13f9991073f56016f3fbb5a0b3f6a4a2ebfec60b33fe94007bfe817f93fce624740968ba8bf5a18be3f00d041bf 3f0dcf58,c0358757,4033def8,bf9f4039,bf0ef085,3fd18e0e,3f079199,3f6f0156,3f0b5abb,bf2e4a6a,3fb360ec,bf0740e9,3ff917e8,404762ce,bfa88b96,3fbe185a,bf41d000 - 3f0dcf58,c0358757,4033def8,bf9f4039,bf0ef085,3fd18e0e,3f079199,3f6f0156,3f0b5abb,bf2e4a6a,3fb360ec,bf0740e9,3ff917e8,404762ce,bfa88b96,3fbe185a,bf41d000
fp32 17 - 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 - 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
fp32 17 - 0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 - 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000
fp32 17 - caf249710000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 - 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000
fp32 31 - 893a6440d5c258c1f8b016c078f0ab3bfc3d1e409f430a4034550dc097a27cbdac6329c28110203c8a9687bd1d90233eaacda43fc2604dc144628dbfea48393f5c9026c135dcfb3ea46d9fbd2a1f304020109ebefc86f8bd25adfa3daab76ebc80973d3d35a5fbbefb5090c174af01bb610a8bc1434482c1b79b42bc 40643a89,c158c2d5,c016b0f8,3babf078,401e3dfc,400a439f,c00d5534,bd7ca297,c22963ac,3c201081,bd87968a,3e23901d,3fa4cdaa,c14d60c2,bf8d6244,3f3948ea,c126905c,3efbdc35,bd9f6da4,40301f2a,be9e1020,bdf886fc,3dfaad25,bc6eb7aa,3d3d9780,befba535,c19050fb,bb01af74,c18b0a61,c1824443,bc429bb7 - 40643a89,c158c2d5,c016b0f8,3babf078,401e3dfc,400a439f,c00d5534,bd7ca297,c22963ac,3c201081,bd87968a,3e23901d,3fa4cdaa,c14d60c2,bf8d6244,3f3948ea,c126905c,3efbdc35,bd9f6da4,40301f2a,be9e1020,bdf886fc,3dfaad25,bc6eb7aa,3d3d9780,befba535,c19050fb,bb01af74,c18b0a61,c1824443,bc429bb7
fp32 31 - 2a0f98bfb0d599dbf088b2c2cb451ec115c9802989c20d2ff6b817dc549c39e04076e03968ba46d3e77415b2151951d0a5808d4289c22f5a4645f645dfab88e385f7932248c2a3b022857acfe41db1b82bdf3da6181194de39d84cc53f4dd249ca72f8c8690401a35800f4ccd536c6567bb4413a31895557de753f39 bf980f2a,db99d5b0,c2b288f0,c11e45cb,2980c915,2f0dc289,dc17b8f6,e0399c54,39e07640,d346ba68,b21574e7,d0511915,428d80a5,5a2fc289,45f64546,e388abdf,2293f785,b0a3c248,cf7a8522,b8b11de4,a63ddf2b,de941118,c54cd839,49d24d3f,c8f872ca,a3010469,ccf40058,56c636d5,3a41b47b,57558931,393f75de - bf980f2a,db99d5b0,c2b288f0,c11e45cb,2980c915,2f0dc289,dc17b8f6,e0399c54,39e07640,d346ba68,b21574e7,d0511915,428d80a5,5a2fc289,45f64546,e388abdf,2293f785,b0a3c248,cf7a8522,b8b11de4,a63ddf2b,de941118,c54cd839,49d24d3f,c8f872ca,a3010469,ccf40058,56c636d5,3a41b47b,57558931,393f75de
fp32 31 - c9e612f7b1d9392a12147f8acdf29937dcbeca06b71d91ed018c41c241481e793c4faa2d323d49fceab32603e40aaea2cebe7830ae1a09903b1e9ee30df9799b8c82bb93f5897379656e505356007ba2bccd1a9c9fead9fad6be2618f55fd6cbd1f57cb7a0b776e00573841f69db7f59444048471c3ba7a22ffa57cb f712e6c9,2a39d9b1,8a7f1412,3799f2cd,06cabedc,ed911db7,c2418c01,791e4841,2daa4f3c,fc493d32,0326b3ea,a2ae0ae4,3078bece,90091aae,e39e1e3b,9b79f90d,93bb828c,797389f5,53506e65,a27b0056,9c1acdbc,fad9ea9f,1826bed6,cbd65ff5,b77cf5d1,e076b7a0,1f847305,597fdb69,47484044,a2a73b1c,cb57fa2f - f712e6c9,2a39d9b1,8a7f1412,3799f2cd,06cabedc,ed911db7,c2418c01,791e4841,2daa4f3c,fc493d32,0326b3ea,a2ae0ae4,3078bece,90091aae,e39e1e3b,9b79f90d,93bb828c,797389f5,53506e65,a27b0056,9c1acdbc,fad9ea9f,1826bed6,cbd65ff5,b77cf5d1,e076b7a0,1f847305,597fdb69,47484044,a2a73b1c,cb57fa2f
fp32 31 - f865d53f102fdf3fd272dabff3226d3fcbd852401636f6bf6a8508bf1122ac3f27f675c0e11110bf7e8d67c0fe3793bf294e6ac00019813ff69b5840d3f167c0c0e75b408db28c3ff0b771c08e5b66bf8beb1d3f404c193f561269bf72f4c83fa9275340048be5bfa5a616bf8f64b33f4b757dc0e7492cc0b18bda3f 3fd565f8,3fdf2f10,bfda72d2,3f6d22f3,4052d8cb,bff63616,bf08856a,3fac2211,c075f627,bf1011e1,c0678d7e,bf9337fe,c06a4e29,3f811900,40589bf6,c067f1d3,405be7c0,3f8cb28d,c071b7f0,bf665b8e,3f1deb8b,3f194c40,bf691256,3fc8f472,405327a9,bfe58b04,bf16a6a5,3fb3648f,c07d754b,c02c49e7,3fda8bb1 - 3fd565f8,3fdf2f10,bfda72d2,3f6d22f3,4052d8cb,bff63616,bf08856a,3fac2211,c075f627,bf1011e1,c0678d7e,bf9337fe,c06a4e29,3f811900,40589bf6,c067f1d3,405be7c0,3f8cb28d,c071b7f0,bf665b8e,3f1deb8b,3f194c40,bf691256,3fc8f472,405327a9,bfe58b04,bf16a6a5,3fb3648f,c07d754b,c02c49e7,3fda8bb1
fp32 31 - 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 - 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
fp32 31 - 0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 - 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000
fp32 31 - caf249710000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 - 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000
fp32 32 - 62d5c541768d19bf3e1195be27e91a3f56f4a3bce23e0fc2b34d8fc0667e69bf8f222fbe17a9e13eba3fb6bc9e8ccdbf00b4a2bb7101e1bf90fe92c119d4364144e8fe3f0f38dd3c6bf90d3fde0154bc4b8312bfd7ec1cbf953e4241751ba040c18618bd571956bc647800bb28e377c0f09092bd68269e3eb83aa640a327dfc1 41c5d562,bf198d76,be95113e,3f1ae927,bca3f456,c20f3ee2,c08f4db3,bf697e66,be2f228f,3ee1a917,bcb63fba,bfcd8c9e,bba2b400,bfe10171,c192fe90,4136d419,3ffee844,3cdd380f,3f0df96b,bc5401de,bf12834b,bf1cecd7,41423e95,40a01b75,bd1886c1,bc561957,bb007864,c077e328,bd9290f0,3e9e2668,40a63ab8,c1df27a3 - 41c5d562,bf198d76,be95113e,3f1ae927,bca3f456,c20f3ee2,c08f4db3,bf697e66,be2f228f,3ee1a917,bcb63fba,bfcd8c9e,bba2b400,bfe10171,c192fe90,4136d419,3ffee844,3cdd380f,3f0df96b,bc5401de,bf12834b,bf1cecd7,41423e95,40a01b75,bd1886c1,bc561957,bb007864,c077e328,bd9290f0,3e9e2668,40a63ab8,c1df27a3
fp32 32 - d3eeb5b7c43fe458d40ace2094a16eb8182dbaa079d8edde9216862cb849252ca6cf68595a2330321974a95ac0dcfd3ddad196c0f181c5c6df5b192264141c4e9b10cd3936f1c125c304fb2ca42666da3f371bd5edad9fa862a42e579cf41a3cd13133c801df8acd08369f5a09fac8d4f624bfc46cd1785136db4cdc5cde81b4 b7b5eed3,58e43fc4,20ce0ad4,b86ea194,a0ba2d18,deedd879,2c861692,2c2549b8,5968cfa6,3230235a,5aa97419,3dfddcc0,c096d1da,c6c581f1,22195bdf,4e1c1464,39cd109b,25c1f136,2cfb04c3,da6626a4,d51b373f,a89faded,572ea462,3c1af49c,c83331d1,cd8adf01,5a9f3608,d4c8fa09,c4bf24f6,5178d16c,dc4cdb36,b481de5c - b7b5eed3,58e43fc4,20ce0ad4,b86ea194,a0ba2d18,deedd879,2c861692,2c2549b8,5968cfa6,3230235a,5aa97419,3dfddcc0,c096d1da,c6c581f1,22195bdf,4e1c1464,39cd109b,25c1f136,2cfb04c3,da6626a4,d51b373f,a89faded,572ea462,3c1af49c,c83331d1,cd8adf01,5a9f3608,d4c8fa09,c4bf24f6,5178d16c,dc4cdb36,b481de5c
fp32 32 - 4d73b62e64526316718f33c9c3a7d628d76a9f4b0a1adfb569b0496a5aee486c4c563129cb9ac09c9977196a9ce5eecaa63cb51f521aa51f24340ad543eb14d5429f702ea8b748b0842d806e1ee0208724752ba663ed7219104ad7c15b56342bc4293ccf264e3be6ddb07f4614eca654f7a2c0c11974acf29f6b436201ccfd56 2eb6734d,16635264,c9338f71,28d6a7c3,4b9f6ad7,b5df1a0a,6a49b069,6c48ee5a,2931564c,9cc09acb,6a197799,caeee59c,1fb53ca6,1fa51a52,d50a3424,d514eb43,2e709f42,b048b7a8,6e802d84,8720e01e,a62b7524,1972ed63,c1d74a10,2b34565b,cf3c29c4,e63b4e26,467fb0dd,54a6ec14,c1c0a2f7,f2ac7419,62436b9f,56fdcc01 - 2eb6734d,16635264,c9338f71,28d6a7c3,4b9f6ad7,b5df1a0a,6a49b069,6c48ee5a,2931564c,9cc09acb,6a197799,caeee59c,1fb53ca6,1fa51a52,d50a3424,d514eb43,2e709f42,b048b7a8,6e802d84,8720e01e,a62b7524,1972ed63,c1d74a10,2b34565b,cf3c29c4,e63b4e26,467fb0dd,54a6ec14,c1c0a2f7,f2ac7419,62436b9f,56fdcc01
fp32 32 - ebb0c6bfa2f812bff8fd1bc07dad2cbfa2c971c02799fdbf5eef2fbfb832c43f3ff1acbf9581293f7443b23f68434d40d6f665c07bc455c0e1e438bff227643f6052933fc04234bfb17e143f74be29bff0e418bff7b1d63f506e7dbf0f9b4bbfd3bb37bf3b65e1bf0520d3bf3467693fecf90abf495fb2bf2eb85b3f36787abf bfc6b0eb,bf12f8a2,c01bfdf8,bf2cad7d,c071c9a2,bffd9927,bf2fef5e,3fc432b8,bfacf13f,3f298195,3fb24374,404d4368,c065f6d6,c055c47b,bf38e4e1,3f6427f2,3f935260,bf3442c0,3f147eb1,bf29be74,bf18e4f0,3fd6b1f7,bf7d6e50,bf4b9b0f,bf37bbd3,bfe1653b,bfd32005,3f696734,bf0af9ec,bfb25f49,3f5bb82e,bf7a7836 - bfc6b0eb,bf12f8a2,c01bfdf8,bf2cad7d,c071c9a2,bffd9927,bf2fef5e,3fc432b8,bfacf13f,3f298195,3fb24374,404d4368,c065f6d6,c055c47b,bf38e4e1,3f6427f2,3f935260,bf3442c0,3f147eb1,bf29be74,bf18e4f0,3fd6b1f7,bf7d6e50,bf4b9b0f,bf37bbd3,bfe1653b,bfd32005,3f696734,bf0af9ec,bfb25f49,3f5bb82e,bf7a7836
fp32 32 - 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 - 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
fp32 32 - 0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f0000803f 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 - 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000
fp32 32 - caf249710000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e0000803e 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 - 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000
fp32 33 - d2e62bbbdfc6b7bd27dbb53dfb2108bd43b5be41f4f93c40a3b405bfaef1aec0472a1e413c62e7bfda3be8c02c1d7a3b6f62cec0bc8a2d3d69fb2ac0b89539c1bfb150bd10fb1a3dd7c9783f2ec225c2e3e9f1bfab30b43f6beb6e3b6b47a1bfa72fc7bdd54d583c2771b6c0a652bec18bb20c3e25dcae3dfd60d4411249403dfe2a733b bb2be6d2,bdb7c6df,3db5db27,bd0821fb,41beb543,403cf9f4,bf05b4a3,c0aef1ae,411e2a47,bfe7623c,c0e83bda,3b7a1d2c,c0ce626f,3d2d8abc,c02afb69,c13995b8,bd50b1bf,3d1afb10,3f78c9d7,c225c22e,bff1e9e3,3fb430ab,3b6eeb6b,bfa1476b,bdc72fa7,3c584dd5,c0b67127,c1be52a6,3e0cb28b,3daedc25,41d460fd,3d404912,3b732afe - bb2be6d2,bdb7c6df,3db5db27,bd0821fb,41beb543,403cf9f4,bf05b4a3,c0aef1ae,411e2a47,bfe7623c,c0e83bda,3b7a1d2c,c0ce626f,3d2d8abc,c02afb69,c13995b8,bd50b1bf,3d1afb10,3f78c9d7,c225c22e,bff1e9e3,3fb430ab,3b6eeb6b,bfa1476b,bdc72fa7,3c584dd5,c0b67127,c1be52a6,3e0cb28b,3daedc25,41d460fd,3d404912,3b732afe
fp32 33 - 1e6aeb60ae7c6bac5a3c2955dea57242bc6160468c2683db46926a417b105750ec800742f6e0c4dedc09b137c7850bc2b6ad86b4bc5496db647cc0417ada085d3e83de32d93c2fa4539e2eb3711efabb16c901dff49f90d7b430c64fdf3482b00c7d9c483e8bc6cefb506f62b2da0e5f338d32a7e75c0c55140eabd239296dd0e80eea62 60eb6a1e,ac6b7cae,55293c5a,4272a5de,466061bc,db83268c,416a9246,5057107b,420780ec,dec4e0f6,37b109dc,c20b85c7,b486adb6,db9654bc,41c07c64,5d08da7a,32de833e,a42f3cd9,b32e9e53,bbfa1e71,df01c916,d7909ff4,4fc630b4,b08234df,489c7d0c,cec68b3e,626f50fb,5f0edab2,a7328d33,550c5ce7,d2ab0e14,d06d2939,62ea0ee8 - 60eb6a1e,ac6b7cae,55293c5a,4272a5de,466061bc,db83268c,416a9246,5057107b,420780ec,dec4e0f6,37b109dc,c20b85c7,b486adb6,db9654bc,41c07c64,5d08da7a,32de833e,a42f3cd9,b32e9e53,bbfa1e71,df01c916,d7909ff4,4fc630b4,b08234df,489c7d0c,cec68b3e,626f50fb,5f0edab2,a7328d33,550c5ce7,d2ab0e14,d06d2939,62ea0ee8
fp32 33 - ed6478ca9b1544199e8788af4fa051d29c75915b0118d5e7f09472a02cd57c9c058c33eb2b3fb7cd3f35106a4fdc86fb1a306ef474772ec97bf09f7798114419a65fd2dec27aea9ea63c4774a9e7cdec2db61f0299efbcc04a7c21de5e4f6dd9a70b83c25ae763bfa85308330443dc6b206f0deb29bc4768d2f4c197a893f73e2441bbe8 ca7864ed,1944159b,af88879e,d251a04f,5b91759c,e7d51801,a07294f0,9c7cd52c,eb338c05,cdb73f2b,6a10353f,fb86dc4f,f46e301a,c92e7774,779ff07b,19441198,ded25fa6,9eea7ac2,74473ca6,eccde7a9,021fb62d,c0bcef99,de217c4a,d96d4f5e,c2830ba7,bf63e75a,330853a8,6bdc4304,eb0d6f20,6847bc29,97c1f4d2,3ef793a8,e8bb4124 - ca7864ed,1944159b,af88879e,d251a04f,5b91759c,e7d51801,a07294f0,9c7cd52c,eb338c05,cdb73f2b,6a10353f,fb86dc4f,f46e301a,c92e7774,779ff07b,19441198,ded25fa6,9eea7ac2,74473ca6,eccde7a9,021fb62d,c0bcef99,de217c4a,d96d4f5e,c2830ba7,bf63e75a,330853a8,6bdc4304,eb0d6f20,6847bc29,97c1f4d2,3ef793a8,e8bb4124
fp32 33 - 9bab35c0805e4e3f70b00b3f5265efbf52bea83f25e6debf48e489bf3d67593ff198913faef3613fc781abbfc1ae21bf7cc02c3fcf834440423d434037d458bf13816cc05c1d22c0f4b067c0f74bb7bf756377c03f5779c0209ed5bfe2f15ebffcef9abf57ca12c0cd74ed3f1a97bbbf3e263c3f42cea5bfb6974fc0273e544019110340 c035ab9b,3f4e5e80,3f0bb070,bfef6552,3fa8be52,bfdee625,bf89e448,3f59673d,3f9198f1,3f61f3ae,bfab81c7,bf21aec1,3f2cc07c,404483cf,40433d42,bf58d437,c06c8113,c0221d5c,c067b0f4,bfb74bf7,c0776375,c079573f,bfd59e20,bf5ef1e2,bf9aeffc,c012ca57,3fed74cd,bfbb971a,3f3c263e,bfa5ce42,c04f97b6,40543e27,40031119 - c035ab9b,3f4e5e80,3f0bb070,bfef6552,3fa8be52,bfdee625,bf89e448,3f59673d,3f9198f1,3f61f3ae,bfab81c7,bf21aec1,3f2cc07c,404483cf,40433d42,bf58d437,c06c8113,c0221d5c,c067b0f4,bfb74bf7,c0776375,c079573f,bfd59e20,bf5ef1e2,bf9aeffc,c012ca57,3fed74cd,bfbb971a,3f3c263e,bfa5ce42,c04f97b6,40543e27,40031119
